scaffold	start	end	mid	sites	lnL
Chr2	60844816	60848322	60846751	50	-1199.85316
Chr2	60848388	60849779	60849035	50	-1721.89244
Chr2	60849804	60851199	60850692	50	-1500.64890
Chr2	60851225	60852052	60851648	50	-1456.95524
Chr2	60852068	60852739	60852383	50	-1273.70644
Chr2	60852816	60853699	60853254	50	-1304.47232
Chr2	60853717	60854749	60854152	50	-1400.09238
Chr2	60854751	60856013	60855387	50	-1365.03000
Chr2	60856060	60858480	60857226	50	-1281.95203
Chr2	60858551	60862279	60860544	50	-1014.23716
Chr2	60862352	60866849	60864229	50	-1081.31329
Chr2	60868170	60871623	60870261	50	-1533.55358
Chr2	60871645	60873472	60872413	50	-1594.30887
Chr2	60874153	60878666	60876584	50	-1665.27702
Chr2	60878757	60883505	60881493	50	-1245.00340
Chr2	60883558	60885344	60884760	50	-1356.79329
Chr2	60885377	60886706	60885900	50	-1376.91430
Chr2	60886730	60887751	60887174	50	-1330.76172
Chr2	60887810	60889575	60888499	50	-1220.90429
Chr2	60889601	60891969	60890533	50	-1267.48927
Chr2	60892162	60895784	60894528	50	-1275.99219
Chr2	60895788	60898236	60897163	50	-1261.46307
Chr2	60898292	60900338	60899371	50	-1044.34471
Chr2	60900348	60903069	60901572	50	-1218.47254
Chr2	60903187	60906942	60905344	50	-1040.10217
Chr2	60907008	60909513	60908329	50	-1278.49255
Chr2	60909514	60911064	60910384	50	-1253.82455
Chr2	60911076	60912667	60911974	50	-1766.64283
Chr2	60912702	60914865	60913798	50	-1214.48976
Chr2	60914866	60915803	60915247	50	-924.72035
Chr2	60915811	60919459	60917001	50	-1161.67850
Chr2	60919538	60922027	60920801	50	-1693.75363
Chr2	60922043	60924708	60923313	50	-1107.23129
Chr2	60924780	60927247	60925671	50	-1025.15584
Chr2	60927254	60929100	60928446	50	-1209.08261
Chr2	60929112	60930290	60929658	50	-1194.64747
Chr2	60930309	60932141	60931355	50	-1024.89683
Chr2	60932144	60933310	60932660	50	-1024.23011
Chr2	60933315	60935342	60934093	50	-1541.00961
Chr2	60935569	60937419	60936487	50	-1591.42629
Chr2	60937424	60938397	60937695	50	-1197.56698
Chr2	60938404	60939344	60938899	50	-1451.17737
Chr2	60939363	60940291	60939754	50	-1195.69765
Chr2	60940301	60941661	60940887	50	-1004.06462
Chr2	60941736	60942673	60942393	50	-1088.64956
Chr2	60942714	60943227	60942970	50	-1941.36341
Chr2	60943230	60943725	60943474	50	-2416.32548
Chr2	60943730	60944727	60944173	50	-2166.56128
Chr2	60944728	60946694	60945624	50	-1646.08119
Chr2	60946714	60948657	60947462	50	-2242.94111
Chr2	60948867	60950188	60949659	50	-1989.20835
Chr2	60950214	60951011	60950529	50	-1671.35883
Chr2	60951041	60954770	60953420	50	-2109.39481
Chr2	60955282	60960612	60958831	50	-1959.81505
Chr2	60960661	60962986	60961563	50	-2087.46169
Chr2	60962993	60963878	60963499	50	-717.17744
Chr2	60963889	60964575	60964201	50	-1534.60136
Chr2	60964582	60965624	60965155	50	-2038.51674
Chr2	60965625	60967082	60966220	50	-934.54540
Chr2	60967123	60970269	60968606	50	-1144.53309
Chr2	60970338	60972531	60971649	50	-1376.97030
Chr2	60972652	60973912	60973478	50	-2462.20728
Chr2	60973922	60975793	60974835	50	-2789.97540
Chr2	60975817	60977524	60976694	50	-2297.99627
Chr2	60977548	60978972	60978026	50	-1285.50201
Chr2	60978975	60980019	60979520	50	-928.54483
Chr2	60980031	60981036	60980628	50	-1431.86787
Chr2	60981041	60981975	60981448	50	-1750.27771
Chr2	60981978	60983188	60982505	50	-2055.58459
Chr2	60983264	60984684	60984026	50	-1644.83359
Chr2	60984710	60985722	60985188	50	-1372.48964
Chr2	60985737	60986803	60986188	50	-998.88392
Chr2	60986811	60989334	60988053	50	-1166.25984
Chr2	60989576	60992752	60991136	50	-756.61712
Chr2	60992792	60997776	60995258	50	-848.10144
Chr2	60997838	61000467	60999290	50	-1416.09890
Chr2	61000481	61001940	61001297	50	-1226.40862
Chr2	61001977	61004230	61003028	50	-1641.68084
Chr2	61004248	61006107	61005249	50	-1397.72475
Chr2	61006313	61008210	61007329	50	-1581.23170
Chr2	61008212	61009790	61008998	50	-2393.00342
Chr2	61009797	61011242	61010449	50	-1791.35601
Chr2	61011244	61013072	61012225	50	-2270.18446
Chr2	61013088	61013680	61013379	50	-2149.95908
Chr2	61013681	61014867	61014278	50	-1927.21983
Chr2	61014890	61016475	61015579	50	-2038.54206
Chr2	61016584	61018339	61017538	50	-1744.28189
Chr2	61018436	61019929	61019376	50	-1381.97435
Chr2	61019944	61020656	61020410	50	-1534.93117
Chr2	61020663	61021605	61020999	50	-1304.72888
Chr2	61021607	61022934	61022403	50	-1664.58990
Chr2	61022942	61023394	61023194	50	-1825.42784
Chr2	61023395	61023766	61023565	50	-1694.53418
Chr2	61023780	61024414	61024099	50	-2053.55127
Chr2	61024452	61025265	61024854	50	-1577.70337
Chr2	61025269	61026013	61025562	50	-1722.62957
Chr2	61026043	61028380	61026803	50	-1725.90804
Chr2	61028460	61030354	61029817	50	-1667.06068
Chr2	61030366	61031845	61031142	50	-2081.05971
Chr2	61031846	61033069	61032480	50	-2031.54277
Chr2	61033073	61033622	61033334	50	-1987.75575
Chr2	61033637	61034846	61034296	50	-2096.29051
Chr2	61034890	61036488	61035500	50	-2359.36379
Chr2	61036505	61039285	61037798	50	-1662.74505
Chr2	61039296	61043192	61041460	50	-1290.87751
Chr2	61043307	61045415	61044293	50	-1849.34150
Chr2	61045417	61047647	61046588	50	-2170.11183
Chr2	61047715	61048990	61048356	50	-2346.03105
Chr2	61049002	61050008	61049578	50	-2101.28273
Chr2	61050017	61050701	61050339	50	-1683.32530
Chr2	61050707	61051509	61051101	50	-2066.15683
Chr2	61051534	61052584	61051963	50	-1795.60496
Chr2	61052611	61053854	61053233	50	-1871.10822
Chr2	61053916	61055248	61054428	50	-1053.45155
Chr2	61055266	61056455	61055963	50	-1487.53629
Chr2	61056461	61057693	61057140	50	-1198.72657
Chr2	61057700	61058465	61058054	50	-1278.65974
Chr2	61058468	61060017	61059207	50	-1614.10464
Chr2	61060032	61061860	61061085	50	-1349.78343
Chr2	61061882	61065465	61063552	50	-1159.07763
Chr2	61065521	61068312	61066993	50	-1592.89913
Chr2	61068332	61069787	61069110	50	-2089.89020
Chr2	61069798	61071772	61070918	50	-2235.78639
Chr2	61071784	61073434	61072753	50	-1986.35802
Chr2	61073438	61074042	61073776	50	-1465.81207
Chr2	61074045	61074377	61074201	50	-2266.57116
Chr2	61074378	61075917	61075015	50	-1615.53283
Chr2	61075918	61077542	61076839	50	-1995.66652
Chr2	61077559	61078567	61078085	50	-2451.67847
Chr2	61078573	61078973	61078747	50	-1498.32590
Chr2	61078975	61079740	61079461	50	-1231.21976
Chr2	61079804	61080656	61080219	50	-1527.04212
Chr2	61080674	61081649	61081292	50	-1615.19330
Chr2	61081651	61082279	61082000	50	-1333.35850
Chr2	61082281	61082806	61082564	50	-1454.42085
Chr2	61082815	61083187	61082981	50	-1499.89782
Chr2	61083226	61083675	61083411	50	-1760.59847
Chr2	61083686	61084311	61084013	50	-1866.30810
Chr2	61084316	61085262	61084755	50	-2033.07511
Chr2	61085301	61086023	61085638	50	-1757.36475
Chr2	61086029	61087278	61086611	50	-1460.63334
Chr2	61087459	61089247	61088302	50	-2096.15714
Chr2	61089253	61090035	61089622	50	-1252.14558
Chr2	61090049	61090813	61090450	50	-1179.69053
Chr2	61090817	61091805	61091311	50	-1078.85531
Chr2	61091819	61092784	61092360	50	-1552.32065
Chr2	61092789	61093453	61093103	50	-947.01943
Chr2	61093464	61093951	61093704	50	-1271.85990
Chr2	61093973	61095000	61094437	50	-1407.24377
Chr2	61095028	61095779	61095352	50	-1095.16647
Chr2	61095781	61096500	61096147	50	-1361.79084
Chr2	61096515	61097387	61096954	50	-1301.32755
Chr2	61097391	61098569	61098044	50	-1281.51225
Chr2	61098578	61099559	61099180	50	-1682.58962
Chr2	61099583	61100233	61099916	50	-1485.67998
Chr2	61100234	61100808	61100504	50	-1376.62068
Chr2	61100812	61101057	61100934	50	-1281.07620
Chr2	61101060	61101671	61101354	50	-1652.68231
Chr2	61101673	61102251	61101967	50	-1336.20926
Chr2	61102263	61102653	61102476	50	-1288.01280
Chr2	61102658	61103340	61102934	50	-1623.26801
Chr2	61103343	61103764	61103541	50	-1109.10423
Chr2	61103765	61104089	61103942	50	-1368.88344
Chr2	61104092	61104472	61104289	50	-1213.47808
Chr2	61104474	61104826	61104636	50	-1117.74102
Chr2	61104828	61105214	61104996	50	-1305.27273
Chr2	61105263	61105935	61105648	50	-1449.25509
Chr2	61105945	61106423	61106157	50	-1621.13241
Chr2	61106440	61106939	61106696	50	-971.55513
Chr2	61106946	61107278	61107096	50	-938.15554
Chr2	61107281	61107560	61107434	50	-1208.27896
Chr2	61107563	61107840	61107716	50	-1050.64225
Chr2	61107846	61108221	61108018	50	-1141.89812
Chr2	61108222	61108682	61108470	50	-1303.01493
Chr2	61108684	61109077	61108847	50	-1307.71712
Chr2	61109080	61109625	61109318	50	-1632.93429
Chr2	61109626	61110011	61109812	50	-1155.36248
Chr2	61110017	61110417	61110162	50	-1613.63654
Chr2	61110424	61110921	61110689	50	-1145.55841
Chr2	61110923	61111384	61111106	50	-1208.71157
Chr2	61111387	61112306	61111902	50	-1204.88677
Chr2	61112315	61113360	61112784	50	-1426.56911
Chr2	61113391	61114096	61113777	50	-1132.59670
Chr2	61114100	61116066	61114967	50	-1610.07929
Chr2	61116067	61118261	61116847	50	-1570.25306
Chr2	61118269	61120273	61119415	50	-1848.04731
Chr2	61120335	61121360	61120927	50	-1566.74408
Chr2	61121430	61122420	61121794	50	-1517.06990
Chr2	61122491	61123450	61123022	50	-1616.37412
Chr2	61123485	61124191	61123857	50	-1036.07239
Chr2	61124205	61124910	61124524	50	-1244.11323
Chr2	61124927	61125454	61125214	50	-1141.65232
Chr2	61125460	61126111	61125757	50	-1152.82307
Chr2	61126122	61126616	61126377	50	-1383.34782
Chr2	61126642	61127063	61126799	50	-1197.32672
Chr2	61127068	61127448	61127283	50	-1125.68293
Chr2	61127453	61127898	61127676	50	-1399.72050
Chr2	61127902	61128180	61128039	50	-1272.71566
Chr2	61128182	61128586	61128364	50	-1141.96064
Chr2	61128598	61128916	61128754	50	-1265.60546
Chr2	61128941	61129603	61129257	50	-1213.19918
Chr2	61129648	61130579	61130186	50	-1270.26254
Chr2	61130600	61131957	61131222	50	-1815.62964
Chr2	61131984	61132610	61132319	50	-1336.00030
Chr2	61132617	61133129	61132856	50	-1494.10138
Chr2	61133173	61134047	61133566	50	-1888.68344
Chr2	61134090	61134687	61134416	50	-1473.91239
Chr2	61134693	61136416	61135450	50	-2017.47210
Chr2	61136442	61137617	61137078	50	-1728.50920
Chr2	61137698	61138439	61138062	50	-1801.23973
Chr2	61138449	61139472	61138929	50	-1643.89932
Chr2	61139485	61140500	61140136	50	-2403.37398
Chr2	61140506	61140908	61140718	50	-2044.74366
Chr2	61140910	61141373	61141153	50	-1893.99233
Chr2	61141418	61141994	61141653	50	-1971.56473
Chr2	61141995	61142436	61142228	50	-2070.81688
Chr2	61142448	61142820	61142661	50	-1833.53571
Chr2	61142821	61143330	61143023	50	-2024.34428
Chr2	61143334	61144227	61143699	50	-2684.50719
Chr2	61144229	61145195	61144723	50	-1112.53534
Chr2	61145206	61145987	61145465	50	-1258.46244
Chr2	61145988	61146557	61146262	50	-1507.27517
Chr2	61146558	61147114	61146841	50	-1382.59027
Chr2	61147116	61147800	61147467	50	-949.97873
Chr2	61147822	61148666	61148264	50	-1532.32345
Chr2	61148679	61149929	61149473	50	-1488.63683
Chr2	61149950	61150560	61150211	50	-1144.18619
Chr2	61150574	61151541	61150995	50	-1566.79305
Chr2	61151554	61152210	61151863	50	-1566.62086
Chr2	61152228	61152988	61152604	50	-1186.44084
Chr2	61153010	61154909	61153883	50	-1750.02576
Chr2	61154938	61157061	61156270	50	-1898.77994
Chr2	61157137	61157794	61157483	50	-2394.25966
Chr2	61157815	61159612	61158694	50	-2216.06761
Chr2	61159644	61162180	61160909	50	-2150.71487
Chr2	61162182	61166642	61164021	50	-1512.35476
Chr2	61166750	61169679	61168546	50	-1793.01068
Chr2	61169720	61172017	61170957	50	-2005.99078
Chr2	61172077	61172856	61172499	50	-2420.00996
Chr2	61172859	61173978	61173347	50	-1649.24036
Chr2	61174022	61175117	61174490	50	-1415.95513
Chr2	61175120	61175869	61175487	50	-1295.45030
Chr2	61175903	61177020	61176371	50	-2628.26348
Chr2	61177058	61178439	61177667	50	-1639.62187
Chr2	61178447	61180090	61178928	50	-1761.88887
Chr2	61180144	61182664	61181363	50	-2206.16689
Chr2	61182770	61184116	61183588	50	-1492.32150
Chr2	61184118	61185271	61184757	50	-1352.06260
Chr2	61185285	61186720	61185895	50	-1374.79559
Chr2	61186810	61187888	61187407	50	-939.48572
Chr2	61187896	61188953	61188224	50	-1376.59972
Chr2	61188972	61192165	61190519	50	-1410.31372
Chr2	61192355	61194753	61193691	50	-1408.80362
Chr2	61194800	61196107	61195558	50	-1200.60652
Chr2	61196139	61197872	61197204	50	-1627.67674
Chr2	61197873	61198313	61198100	50	-1384.84912
Chr2	61198361	61198996	61198793	50	-1538.69575
Chr2	61199007	61200193	61199415	50	-1852.08914
Chr2	61200392	61201818	61201058	50	-1634.76783
Chr2	61201827	61202600	61202192	50	-1415.89350
Chr2	61202602	61203540	61203040	50	-1324.06877
Chr2	61203544	61204119	61203856	50	-1443.46336
Chr2	61204132	61205664	61204743	50	-1743.99790
Chr2	61205795	61206799	61206507	50	-843.50231
Chr2	61206821	61207485	61207178	50	-1774.58435
Chr2	61207499	61208383	61207931	50	-1303.78827
Chr2	61208388	61209033	61208676	50	-1436.58184
Chr2	61209066	61209967	61209614	50	-1743.36231
Chr2	61209968	61211822	61210689	50	-1537.06785
Chr2	61211836	61212630	61212208	50	-2050.34533
Chr2	61212667	61213424	61213043	50	-1788.19973
Chr2	61213425	61214574	61213923	50	-1692.27370
Chr2	61214580	61215869	61215239	50	-1210.77744
Chr2	61215872	61216739	61216203	50	-1111.16809
Chr2	61216810	61217507	61217133	50	-848.58643
Chr2	61217513	61218127	61217761	50	-786.56259
Chr2	61218250	61219086	61218673	50	-804.85303
Chr2	61219289	61220553	61220035	50	-2113.82578
Chr2	61220556	61221406	61221025	50	-2761.35415
Chr2	61221424	61223141	61222405	50	-1856.94263
Chr2	61223144	61224987	61223694	50	-1931.68841
Chr2	61224994	61226977	61225901	50	-2441.58872
Chr2	61227046	61229934	61228602	50	-1747.85613
Chr2	61230077	61233446	61231762	50	-2058.38796
Chr2	61233577	61235860	61234916	50	-2150.85137
Chr2	61235865	61237728	61236730	50	-2049.63289
Chr2	61237733	61239919	61238633	50	-1835.43145
Chr2	61239984	61240827	61240486	50	-1408.88186
Chr2	61240835	61242703	61242033	50	-1165.14032
Chr2	61242712	61243886	61243251	50	-1658.00585
Chr2	61243887	61245241	61244254	50	-839.80016
Chr2	61245299	61246982	61246196	50	-2179.50456
Chr2	61246991	61248082	61247525	50	-1135.74447
Chr2	61248108	61250347	61249463	50	-1689.01263
Chr2	61250348	61251180	61250691	50	-2179.51755
Chr2	61251224	61260690	61255312	50	-2391.48058
Chr2	61260833	61262621	61261708	50	-1581.77333
Chr2	61262626	61265967	61263723	50	-1867.10509
Chr2	61265969	61267737	61266915	50	-1842.64963
Chr2	61267779	61269961	61268758	50	-1268.57583
Chr2	61270001	61271152	61270594	50	-1361.32174
Chr2	61271161	61272471	61271827	50	-1421.44114
Chr2	61272512	61274232	61273270	50	-2059.64844
Chr2	61274243	61276718	61275250	50	-1151.18141
Chr2	61276909	61278165	61277507	50	-1714.36851
Chr2	61278184	61280660	61279507	50	-1528.57653
Chr2	61280687	61282500	61281565	50	-2411.46934
Chr2	61282501	61282802	61282666	50	-1817.78285
Chr2	61282803	61283356	61283050	50	-1316.82598
Chr2	61283357	61285455	61284305	50	-1927.46867
Chr2	61285468	61286561	61286053	50	-1740.40298
Chr2	61286645	61288125	61287424	50	-2241.80672
Chr2	61288129	61288831	61288511	50	-1845.82301
Chr2	61288835	61289461	61289115	50	-2465.72462
Chr2	61289479	61290153	61289790	50	-2633.74560
Chr2	61290181	61290738	61290462	50	-1806.20209
Chr2	61290743	61291439	61291063	50	-1607.61411
Chr2	61291440	61292291	61291850	50	-1650.49745
Chr2	61292297	61293145	61292758	50	-1948.12172
Chr2	61293211	61294016	61293619	50	-1456.88971
Chr2	61294030	61295367	61294787	50	-2064.16094
Chr2	61295370	61295892	61295684	50	-1619.56046
Chr2	61295896	61296778	61296425	50	-1925.56160
Chr2	61296792	61297451	61297144	50	-1281.63234
Chr2	61297463	61298839	61297958	50	-1345.87453
Chr2	61298996	61300241	61299618	50	-1095.77014
Chr2	61300303	61301574	61300931	50	-1174.37457
Chr2	61301693	61302472	61302063	50	-1107.80957
Chr2	61302545	61303671	61303065	50	-1080.75742
Chr2	61303672	61304519	61304038	50	-1251.24364
Chr2	61304521	61305261	61305036	50	-1854.48084
Chr2	61305274	61306223	61305836	50	-1864.94934
Chr2	61306238	61306934	61306598	50	-1652.57570
Chr2	61306957	61307572	61307246	50	-1725.85381
Chr2	61307585	61308348	61307966	50	-1862.83120
Chr2	61308446	61314688	61311267	50	-1233.32401
Chr2	61314700	61318329	61316617	50	-1077.19328
Chr2	61318333	61320223	61319223	50	-1501.89508
Chr2	61320238	61321637	61321026	50	-1047.65412
Chr2	61321658	61323883	61322782	50	-1448.70772
Chr2	61323885	61324438	61324198	50	-1322.42842
Chr2	61324451	61327978	61326252	50	-2545.32934
Chr2	61327979	61335188	61330893	50	-1273.65121
Chr2	61335192	61335989	61335674	50	-846.82112
Chr2	61336089	61337511	61336808	50	-1309.75666
Chr2	61337565	61338998	61338277	50	-1215.78849
Chr2	61339001	61340063	61339516	50	-1766.37658
Chr2	61340087	61341073	61340553	50	-2017.61527
Chr2	61341074	61344979	61343590	50	-1599.32989
Chr2	61345002	61346293	61345541	50	-2432.01218
Chr2	61346294	61347971	61347211	50	-1623.26519
Chr2	61347977	61349855	61348777	50	-1829.07303
Chr2	61350163	61351007	61350559	50	-1749.84539
Chr2	61351031	61351714	61351412	50	-1795.33916
Chr2	61351715	61352647	61352226	50	-1927.67955
Chr2	61352655	61354241	61353531	50	-1703.95830
Chr2	61354268	61355649	61354912	50	-1703.46790
Chr2	61355706	61356767	61356326	50	-2169.00280
Chr2	61356768	61358538	61357506	50	-2197.13357
Chr2	61358594	61359878	61359136	50	-1653.18746
Chr2	61359888	61360970	61360233	50	-1961.44222
Chr2	61360976	61362734	61361833	50	-1838.40907
Chr2	61362754	61363722	61363309	50	-1806.57351
Chr2	61363738	61364826	61364279	50	-1990.76852
Chr2	61364829	61365877	61365372	50	-1976.23263
Chr2	61365896	61366915	61366442	50	-2061.51845
Chr2	61366935	61368812	61368020	50	-2270.36962
Chr2	61368815	61370021	61369306	50	-2217.25772
Chr2	61370045	61375747	61373629	50	-2507.32299
Chr2	61375751	61379117	61377350	50	-1863.47315
Chr2	61379162	61381264	61380030	50	-2293.63994
Chr2	61381280	61382039	61381663	50	-2215.54850
Chr2	61382045	61382852	61382436	50	-1840.31196
Chr2	61382876	61384383	61383624	50	-1986.08964
Chr2	61384579	61385983	61385416	50	-2299.17024
Chr2	61385994	61387088	61386555	50	-2180.28036
Chr2	61387090	61388042	61387507	50	-1349.36638
Chr2	61388049	61389111	61388557	50	-1778.62529
Chr2	61389116	61390058	61389521	50	-2091.51157
Chr2	61390061	61391248	61390779	50	-1766.12210
Chr2	61391255	61392558	61391855	50	-2066.65019
Chr2	61392573	61393199	61392879	50	-1489.98173
Chr2	61393217	61394232	61393889	50	-2003.53832
Chr2	61394254	61395644	61394938	50	-1943.42412
Chr2	61395677	61396609	61396162	50	-1737.81918
Chr2	61396610	61398011	61397227	50	-1952.23671
Chr2	61398012	61399094	61398484	50	-1938.06516
Chr2	61399098	61403721	61401978	50	-1914.24498
Chr2	61403774	61404887	61404334	50	-1899.39565
Chr2	61404902	61405606	61405254	50	-2148.87056
Chr2	61405617	61406196	61405929	50	-2262.33583
Chr2	61406200	61406676	61406443	50	-1643.65930
Chr2	61406679	61407279	61406978	50	-1394.70502
Chr2	61407282	61407913	61407650	50	-2644.45376
Chr2	61407930	61409152	61408586	50	-1379.57483
Chr2	61409172	61412649	61411866	50	-1590.46556
Chr2	61412671	61414371	61413461	50	-1431.47254
Chr2	61414376	61415845	61415141	50	-1130.53185
Chr2	61415857	61418506	61416895	50	-1427.44456
Chr2	61418517	61420594	61419670	50	-1093.76914
Chr2	61420597	61422784	61421576	50	-1424.38232
Chr2	61422792	61425676	61424025	50	-1373.81120
Chr2	61425730	61427509	61426550	50	-1573.76811
Chr2	61427578	61428755	61428183	50	-1277.06154
Chr2	61428789	61430111	61429429	50	-2164.48605
Chr2	61430119	61430811	61430515	50	-1765.84318
Chr2	61430837	61431388	61431093	50	-1742.99483
Chr2	61431394	61432447	61431871	50	-1688.85593
Chr2	61432449	61433106	61432766	50	-1576.50132
Chr2	61433151	61434155	61433595	50	-1503.81657
Chr2	61434177	61434882	61434581	50	-1678.91502
Chr2	61434892	61435896	61435308	50	-1621.34180
Chr2	61435929	61436805	61436349	50	-1890.00134
Chr2	61436814	61437583	61437187	50	-1793.80528
Chr2	61437649	61438387	61438133	50	-1594.16430
Chr2	61438401	61438950	61438640	50	-1781.60041
Chr2	61438987	61439791	61439495	50	-1073.59150
Chr2	61439792	61440302	61440034	50	-1843.60883
Chr2	61440318	61443151	61441473	50	-2010.21223
Chr2	61443176	61448718	61446310	50	-1871.39063
Chr2	61448719	61451044	61449773	50	-2115.62143
Chr2	61451065	61453260	61452333	50	-1691.01972
Chr2	61453264	61454081	61453610	50	-837.94262
Chr2	61454096	61455685	61454885	50	-967.82436
Chr2	61455713	61457913	61456630	50	-1656.93991
Chr2	61458082	61459001	61458639	50	-1200.21123
Chr2	61459008	61460751	61459507	50	-1120.49999
Chr2	61460752	61462272	61461546	50	-1417.40648
Chr2	61462275	61463843	61462801	50	-915.32827
Chr2	61463875	61465010	61464649	50	-1605.46368
Chr2	61465012	61469529	61466793	50	-2199.33624
Chr2	61469756	61475449	61472397	50	-908.75411
Chr2	61475453	61483997	61479463	50	-819.60119
Chr2	61484118	61488728	61486697	50	-1004.78062
Chr2	61488887	61491884	61490999	50	-1357.84356
Chr2	61491889	61492977	61492434	50	-2166.02952
Chr2	61492980	61494129	61493558	50	-2279.18736
Chr2	61494135	61495186	61494698	50	-1687.66164
Chr2	61495188	61496331	61495781	50	-1995.54708
Chr2	61496358	61497622	61496872	50	-1300.22229
Chr2	61497626	61499904	61498639	50	-2062.31413
Chr2	61499914	61503576	61501674	50	-1851.57780
Chr2	61503580	61506110	61504878	50	-2191.72317
Chr2	61506152	61507442	61506761	50	-1894.94363
Chr2	61507682	61508983	61508453	50	-1777.12655
Chr2	61508996	61510043	61509563	50	-1286.41105
Chr2	61510046	61511340	61510690	50	-2025.83576
Chr2	61511346	61512123	61511685	50	-2007.17914
Chr2	61512128	61513028	61512437	50	-1474.81343
Chr2	61513159	61514667	61514007	50	-1730.44818
Chr2	61514668	61516859	61515869	50	-1377.10178
Chr2	61516861	61519521	61518123	50	-1292.03117
Chr2	61519628	61521895	61520854	50	-1066.50743
Chr2	61521984	61524615	61523286	50	-972.27619
Chr2	61524694	61526786	61525620	50	-1633.77828
Chr2	61526879	61528641	61527749	50	-1041.08873
Chr2	61528655	61532164	61529686	50	-1751.90595
Chr2	61532247	61533508	61532850	50	-1895.12146
Chr2	61533509	61534060	61533822	50	-1353.21949
Chr2	61534085	61534833	61534494	50	-1467.68287
Chr2	61534843	61535898	61535409	50	-1897.72619
Chr2	61535901	61538344	61537277	50	-2149.36486
Chr2	61538349	61538843	61538612	50	-1496.88958
Chr2	61538844	61542675	61540556	50	-2748.40697
Chr2	61542704	61544317	61543719	50	-1790.05405
Chr2	61544320	61545072	61544690	50	-2148.54907
Chr2	61545082	61547459	61546977	50	-2208.21004
Chr2	61547460	61548090	61547731	50	-1875.19537
Chr2	61548091	61549588	61549288	50	-2153.67970
Chr2	61549590	61550006	61549814	50	-1922.81558
Chr2	61550007	61550539	61550239	50	-1970.00852
Chr2	61550543	61550978	61550745	50	-2245.58211
Chr2	61550984	61552836	61552362	50	-2332.60692
Chr2	61552845	61553794	61553254	50	-1598.07683
Chr2	61553806	61555066	61554418	50	-1653.97950
Chr2	61555069	61557082	61556177	50	-1866.65374
Chr2	61557147	61560154	61558966	50	-1850.59960
Chr2	61560161	61562539	61561445	50	-1988.24374
Chr2	61562546	61566527	61564559	50	-1599.22168
Chr2	61566533	61569658	61568060	50	-2162.90148
Chr2	61569664	61572106	61570617	50	-1920.27570
Chr2	61572182	61574091	61573362	50	-1986.49149
Chr2	61574095	61576845	61575364	50	-2137.61633
Chr2	61576911	61578870	61577993	50	-2058.62224
Chr2	61578873	61580348	61579718	50	-1704.76476
Chr2	61580355	61582079	61581329	50	-1410.77153
Chr2	61582092	61583023	61582614	50	-1756.92286
Chr2	61583032	61584539	61583717	50	-1805.54703
Chr2	61584543	61586311	61585396	50	-1873.25407
Chr2	61586326	61587495	61586787	50	-1302.94819
Chr2	61587528	61588859	61588276	50	-1890.90806
Chr2	61588900	61590669	61589823	50	-1724.37684
Chr2	61590703	61591837	61591357	50	-1258.74579
Chr2	61591955	61593368	61592656	50	-1829.16661
Chr2	61593397	61595675	61594284	50	-1585.76524
Chr2	61595687	61597055	61596402	50	-1411.59815
Chr2	61597056	61598664	61597723	50	-1393.67388
Chr2	61598710	61601721	61599952	50	-1534.71138
Chr2	61601722	61618835	61613253	50	-940.32885
Chr2	61618841	61622748	61621136	50	-1248.55226
Chr2	61622790	61625727	61624068	50	-1373.72031
Chr2	61625844	61627845	61626737	50	-1274.61078
Chr2	61627903	61631427	61629267	50	-1096.46090
Chr2	61631856	61635101	61633381	50	-1373.96619
Chr2	61635130	61637686	61636328	50	-1370.04292
Chr2	61637772	61640225	61639154	50	-1589.18891
Chr2	61640230	61641694	61640835	50	-1762.08485
Chr2	61641709	61643910	61642768	50	-2116.75011
Chr2	61643961	61645347	61644723	50	-1822.81977
Chr2	61645372	61654893	61652149	50	-1756.03083
Chr2	61654898	61655748	61655329	50	-1489.22070
Chr2	61655750	61657374	61656535	50	-1575.20512
Chr2	61657441	61660124	61658506	50	-1398.02680
Chr2	61660187	61662930	61661367	50	-1257.42576
Chr2	61662946	61667555	61665414	50	-1802.77937
Chr2	61667669	61671746	61669887	50	-2101.80201
Chr2	61671757	61675171	61673625	50	-1545.11846
Chr2	61675175	61676222	61675856	50	-1530.02584
Chr2	61676253	61676840	61676542	50	-1774.81554
Chr2	61676845	61677623	61677206	50	-1815.03543
Chr2	61677630	61678511	61678074	50	-2008.54350
Chr2	61678515	61679588	61678914	50	-1618.04309
Chr2	61679756	61681869	61680725	50	-1672.63637
Chr2	61681896	61683041	61682510	50	-1004.64853
Chr2	61683078	61684409	61683597	50	-1688.71582
Chr2	61684513	61686579	61685630	50	-1853.52240
Chr2	61686598	61687599	61687249	50	-1248.22384
Chr2	61687608	61688842	61688105	50	-1759.66324
Chr2	61688847	61689491	61689284	50	-1383.17521
Chr2	61689497	61689989	61689681	50	-1414.56591
Chr2	61690025	61691427	61690696	50	-1884.83117
Chr2	61691439	61693483	61692291	50	-1875.39363
Chr2	61693526	61695245	61694376	50	-994.16234
Chr2	61695291	61697057	61696138	50	-1197.20599
Chr2	61697088	61699266	61698329	50	-1553.95429
Chr2	61699273	61700287	61699723	50	-1667.27116
Chr2	61700309	61702174	61701310	50	-2300.66800
Chr2	61702189	61703904	61703017	50	-1902.89678
